participant,session,frame_id,angle,surface,has_contact,handedness,clicked_key,depth_cam1_90_path,depth_cam2_30_path,depth_cam3_60_path,depth_depth_cam_path,rgb_cam1_90_path,rgb_cam2_30_path,rgb_cam3_60_path,rgb_depth_cam_path
P01,P01_semi_reflective_typing_133514,000046,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000046.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000046.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000046.png,data\P01\P01_semi_reflective_typing_133514\depth\000046.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000046.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000046.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000046.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000046.png
P01,P01_semi_reflective_typing_133514,000047,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000047.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000047.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000047.png,data\P01\P01_semi_reflective_typing_133514\depth\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000047.png
P01,P01_semi_reflective_typing_133514,000047,45,semi_reflective,False,Right,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000047.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000047.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000047.png,data\P01\P01_semi_reflective_typing_133514\depth\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000047.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000047.png
P01,P01_semi_reflective_typing_133514,000048,45,semi_reflective,True,Right,4,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000048.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000048.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000048.png,data\P01\P01_semi_reflective_typing_133514\depth\000048.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000048.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000048.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000048.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000048.png
P01,P01_semi_reflective_typing_133514,000049,45,semi_reflective,True,Right,4,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000049.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000049.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000049.png,data\P01\P01_semi_reflective_typing_133514\depth\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000049.png
P01,P01_semi_reflective_typing_133514,000049,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000049.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000049.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000049.png,data\P01\P01_semi_reflective_typing_133514\depth\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000049.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000049.png
P01,P01_semi_reflective_typing_133514,000050,45,semi_reflective,True,Right,5,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000050.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000050.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000050.png,data\P01\P01_semi_reflective_typing_133514\depth\000050.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000050.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000050.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000050.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000050.png
P01,P01_semi_reflective_typing_133514,000051,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000051.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000051.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000051.png,data\P01\P01_semi_reflective_typing_133514\depth\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000051.png
P01,P01_semi_reflective_typing_133514,000051,45,semi_reflective,True,Right,4,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000051.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000051.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000051.png,data\P01\P01_semi_reflective_typing_133514\depth\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000051.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000051.png
P01,P01_semi_reflective_typing_133514,000052,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000052.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000052.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000052.png,data\P01\P01_semi_reflective_typing_133514\depth\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000052.png
P01,P01_semi_reflective_typing_133514,000052,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000052.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000052.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000052.png,data\P01\P01_semi_reflective_typing_133514\depth\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000052.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000052.png
P01,P01_semi_reflective_typing_133514,000053,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000053.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000053.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000053.png,data\P01\P01_semi_reflective_typing_133514\depth\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000053.png
P01,P01_semi_reflective_typing_133514,000053,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000053.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000053.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000053.png,data\P01\P01_semi_reflective_typing_133514\depth\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000053.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000053.png
P01,P01_semi_reflective_typing_133514,000054,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000054.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000054.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000054.png,data\P01\P01_semi_reflective_typing_133514\depth\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000054.png
P01,P01_semi_reflective_typing_133514,000054,45,semi_reflective,True,Right,5,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000054.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000054.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000054.png,data\P01\P01_semi_reflective_typing_133514\depth\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000054.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000054.png
P01,P01_semi_reflective_typing_133514,000056,45,semi_reflective,True,Left,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000056.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000056.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000056.png,data\P01\P01_semi_reflective_typing_133514\depth\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000056.png
P01,P01_semi_reflective_typing_133514,000056,45,semi_reflective,True,Right,5,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000056.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000056.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000056.png,data\P01\P01_semi_reflective_typing_133514\depth\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000056.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000056.png
P01,P01_semi_reflective_typing_133514,000057,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000057.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000057.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000057.png,data\P01\P01_semi_reflective_typing_133514\depth\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000057.png
P01,P01_semi_reflective_typing_133514,000057,45,semi_reflective,True,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000057.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000057.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000057.png,data\P01\P01_semi_reflective_typing_133514\depth\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000057.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000057.png
P01,P01_semi_reflective_typing_133514,000058,45,semi_reflective,True,Right,t,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000058.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000058.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000058.png,data\P01\P01_semi_reflective_typing_133514\depth\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000058.png
P01,P01_semi_reflective_typing_133514,000058,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000058.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000058.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000058.png,data\P01\P01_semi_reflective_typing_133514\depth\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000058.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000058.png
P01,P01_semi_reflective_typing_133514,000059,45,semi_reflective,True,Left,,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000059.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000059.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000059.png,data\P01\P01_semi_reflective_typing_133514\depth\000059.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000059.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000059.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000059.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000059.png
P01,P01_semi_reflective_typing_133514,000060,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000060.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000060.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000060.png,data\P01\P01_semi_reflective_typing_133514\depth\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000060.png
P01,P01_semi_reflective_typing_133514,000060,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000060.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000060.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000060.png,data\P01\P01_semi_reflective_typing_133514\depth\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000060.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000060.png
P01,P01_semi_reflective_typing_133514,000061,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000061.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000061.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000061.png,data\P01\P01_semi_reflective_typing_133514\depth\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000061.png
P01,P01_semi_reflective_typing_133514,000061,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000061.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000061.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000061.png,data\P01\P01_semi_reflective_typing_133514\depth\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000061.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000061.png
P01,P01_semi_reflective_typing_133514,000062,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000062.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000062.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000062.png,data\P01\P01_semi_reflective_typing_133514\depth\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000062.png
P01,P01_semi_reflective_typing_133514,000062,45,semi_reflective,True,Right,r,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000062.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000062.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000062.png,data\P01\P01_semi_reflective_typing_133514\depth\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000062.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000062.png
P01,P01_semi_reflective_typing_133514,000063,45,semi_reflective,True,Left,6,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000063.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000063.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000063.png,data\P01\P01_semi_reflective_typing_133514\depth\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000063.png
P01,P01_semi_reflective_typing_133514,000063,45,semi_reflective,True,Right,4,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000063.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000063.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000063.png,data\P01\P01_semi_reflective_typing_133514\depth\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000063.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000063.png
P01,P01_semi_reflective_typing_133514,000064,45,semi_reflective,True,Left,y,data\P01\P01_semi_reflective_typing_133514\depth_cam1_90\000064.png,data\P01\P01_semi_reflective_typing_133514\depth_cam2_30\000064.png,data\P01\P01_semi_reflective_typing_133514\depth_cam3_60\000064.png,data\P01\P01_semi_reflective_typing_133514\depth\000064.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam1_90\000064.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam2_30\000064.png,data\P01\P01_semi_reflective_typing_133514\rgb_cam3_60\000064.png,data\P01\P01_semi_reflective_typing_133514\rgb_depth_cam\000064.png
